-6.271500	-94.005450-15.000000	8.250000
-6.414294	-93.269169-15.000000	9.000000
-6.557088	-92.532888-15.000000	9.750000
-6.699882	-91.796607-15.000000	10.500000
-6.842676	-91.060325-15.000000	11.250000
-6.985470	-90.324044-15.000000	12.000000
-7.128264	-89.587763-15.000000	12.750000
-7.271058	-88.851482-15.000000	13.500000
-7.413852	-88.115201-15.000000	14.250000
-7.556645	-87.378920-15.000000	15.000000
-7.699439	-86.642639-15.000000	15.750000
-7.842233	-85.906358-15.000000	16.500000
-7.985027	-85.170076-15.000000	17.250000
-8.127821	-84.433795-15.000000	18.000000
-8.270615	-83.697514-15.000000	18.750000
0.604919	-125.522744-14.250000	-24.000000
0.462125	-124.786463-14.250000	-23.250000
0.319331	-124.050182-14.250000	-22.500000
0.176537	-123.313901-14.250000	-21.750000
0.033744	-122.577620-14.250000	-21.000000
-0.109050	-121.841339-14.250000	-20.250000
-0.251844	-121.105058-14.250000	-19.500000
-0.394638	-120.368777-14.250000	-18.750000
-0.537432	-119.632495-14.250000	-18.000000
-0.680226	-118.896214-14.250000	-17.250000
-0.823020	-118.159933-14.250000	-16.500000
-0.965814	-117.423652-14.250000	-15.750000
-1.108608	-116.687371-14.250000	-15.000000
-1.251402	-115.951090-14.250000	-14.250000
-1.394196	-115.214809-14.250000	-13.500000
-1.536989	-114.478528-14.250000	-12.750000
-1.679783	-113.742246-14.250000	-12.000000
-1.822577	-113.005965-14.250000	-11.250000
-1.965371	-112.269684-14.250000	-10.500000
-2.108165	-111.533403-14.250000	-9.750000
-2.250959	-110.797122-14.250000	-9.000000
-2.393753	-110.060841-14.250000	-8.250000
-2.536547	-109.324560-14.250000	-7.500000
-2.679341	-108.588279-14.250000	-6.750000
-2.822135	-107.851997-14.250000	-6.000000
-2.964929	-107.115716-14.250000	-5.250000
-3.107723	-106.379435-14.250000	-4.500000
-3.250516	-105.643154-14.250000	-3.750000
-3.393310	-104.906873-14.250000	-3.000000
-3.536104	-104.170592-14.250000	-2.250000
-3.678898	-103.434311-14.250000	-1.500000
-3.821692	-102.698030-14.250000	-0.750000
-3.964486	-101.961748-14.250000	0.000000
-4.107280	-101.225467-14.250000	0.750000
-4.250074	-100.489186-14.250000	1.500000
-4.392868	-99.752905-14.250000	2.250000
-4.535662	-99.016624-14.250000	3.000000
-4.678456	-98.280343-14.250000	3.750000
